Acquired on 3/17/2019 at 11:52:17
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52552052E+003	1.96518142E+005	-3.17790283E+001
   1.52552176E+003	1.96517982E+005	-3.18043250E+001
   1.52552300E+003	1.96517822E+005	-3.18344276E+001
   1.52552424E+003	1.96517663E+005	-3.18875313E+001
   1.52552548E+003	1.96517503E+005	-3.19915650E+001
   1.52552672E+003	1.96517343E+005	-3.20988372E+001
   1.52552796E+003	1.96517184E+005	-3.21216071E+001
   1.52552920E+003	1.96517024E+005	-3.20543555E+001
   1.52553044E+003	1.96516864E+005	-3.19893113E+001
   1.52553168E+003	1.96516704E+005	-3.19946677E+001
   1.52553292E+003	1.96516545E+005	-3.20437015E+001
   1.52553416E+003	1.96516385E+005	-3.20826475E+001
   1.52553540E+003	1.96516225E+005	-3.21096311E+001
   1.52553664E+003	1.96516066E+005	-3.21448920E+001
   1.52553788E+003	1.96515906E+005	-3.21686849E+001
   1.52553912E+003	1.96515746E+005	-3.21483233E+001
   1.52554036E+003	1.96515587E+005	-3.21098684E+001
   1.52554160E+003	1.96515427E+005	-3.21215792E+001
   1.52554284E+003	1.96515267E+005	-3.21966589E+001
   1.52554408E+003	1.96515107E+005	-3.22579339E+001
   1.52554532E+003	1.96514948E+005	-3.22342541E+001
   1.52554656E+003	1.96514788E+005	-3.21644967E+001
   1.52554780E+003	1.96514628E+005	-3.21410998E+001
